Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
367,1605401923817,15/11/2020 00:58:43,1605401923726,-5,14/11/2020 19:58:43,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,123,120,1,Trial,Zone1,timelimit_screen,2000.5380000000005,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
368,1605401929859,15/11/2020 00:58:49,1605401929771,-5,14/11/2020 19:58:49,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,124,3,1,Break,Zone1,continue_keyboard,6036.429999978282,,,,,0,1,0,,,,,,Break,,,,,,
369,1605401929999,15/11/2020 00:58:49,1605401929789,-5,14/11/2020 19:58:49,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,125,121,1,Trial,Zone5,content_web_audio,0.9250000002793968,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
370,1605401930577,15/11/2020 00:58:50,1605401930491,-5,14/11/2020 19:58:50,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,125,121,1,Trial,Zone4,response_keyboard_single,703.5899999900721,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
371,1605401931842,15/11/2020 00:58:51,1605401931760,-5,14/11/2020 19:58:51,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,125,121,1,Trial,Zone1,timelimit_screen,2000.0400000000373,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
372,1605401931968,15/11/2020 00:58:51,1605401931771,-5,14/11/2020 19:58:51,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,126,122,1,Trial,Zone5,content_web_audio,1.0099999490194023,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
373,1605401932327,15/11/2020 00:58:52,1605401932247,-5,14/11/2020 19:58:52,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,126,122,1,Trial,Zone3,response_keyboard_single,476.30499996012077,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
374,1605401933858,15/11/2020 00:58:53,1605401933760,-5,14/11/2020 19:58:53,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,126,122,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
375,1605401933999,15/11/2020 00:58:53,1605401933772,-5,14/11/2020 19:58:53,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,127,123,1,Trial,Zone5,content_web_audio,0.6050000083632767,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
376,1605401934363,15/11/2020 00:58:54,1605401934267,-5,14/11/2020 19:58:54,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,127,123,1,Trial,Zone3,response_keyboard_single,495.0500000268221,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
377,1605401935867,15/11/2020 00:58:55,1605401935761,-5,14/11/2020 19:58:55,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,127,123,1,Trial,Zone1,timelimit_screen,2000.5439999999944,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
378,1605401935993,15/11/2020 00:58:55,1605401935774,-5,14/11/2020 19:58:55,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,128,124,1,Trial,Zone5,content_web_audio,0.6699999794363976,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
379,1605401936555,15/11/2020 00:58:56,1605401936467,-5,14/11/2020 19:58:56,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,128,124,1,Trial,Zone3,response_keyboard_single,693.2149999774992,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
380,1605401937852,15/11/2020 00:58:57,1605401937761,-5,14/11/2020 19:58:57,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,128,124,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
381,1605401937977,15/11/2020 00:58:57,1605401937774,-5,14/11/2020 19:58:57,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,129,125,1,Trial,Zone5,content_web_audio,0.6099999882280827,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
382,1605401938572,15/11/2020 00:58:58,1605401938470,-5,14/11/2020 19:58:58,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,129,125,1,Trial,Zone4,response_keyboard_single,696.2950000306591,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
383,1605401939908,15/11/2020 00:58:59,1605401939761,-5,14/11/2020 19:58:59,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,129,125,1,Trial,Zone1,timelimit_screen,2000.0400000000373,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
384,1605401940017,15/11/2020 00:59:00,1605401939774,-5,14/11/2020 19:58:59,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,130,126,1,Trial,Zone5,content_web_audio,0.6900000153109431,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
385,1605401940518,15/11/2020 00:59:00,1605401940298,-5,14/11/2020 19:59:00,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,130,126,1,Trial,Zone4,response_keyboard_single,524.9099999782629,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
386,1605401941845,15/11/2020 00:59:01,1605401941761,-5,14/11/2020 19:59:01,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,130,126,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
387,1605401941971,15/11/2020 00:59:01,1605401941773,-5,14/11/2020 19:59:01,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,131,127,1,Trial,Zone5,content_web_audio,0.8800000068731606,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
388,1605401942409,15/11/2020 00:59:02,1605401942315,-5,14/11/2020 19:59:02,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,131,127,1,Trial,Zone4,response_keyboard_single,543.6150000314228,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
389,1605401943847,15/11/2020 00:59:03,1605401943761,-5,14/11/2020 19:59:03,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,131,127,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,mixed,m150
390,1605401943974,15/11/2020 00:59:03,1605401943772,-5,14/11/2020 19:59:03,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,132,128,1,Trial,Zone5,content_web_audio,0.6149999680928886,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
391,1605401944394,15/11/2020 00:59:04,1605401944291,-5,14/11/2020 19:59:04,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,132,128,1,Trial,Zone3,response_keyboard_single,519.7000000043772,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
392,1605401945853,15/11/2020 00:59:05,1605401945761,-5,14/11/2020 19:59:05,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,132,128,1,Trial,Zone1,timelimit_screen,2000.5500000000466,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
393,1605401945978,15/11/2020 00:59:05,1605401945772,-5,14/11/2020 19:59:05,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,133,129,1,Trial,Zone5,content_web_audio,0.8249999955296516,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
394,1605401946420,15/11/2020 00:59:06,1605401946316,-5,14/11/2020 19:59:06,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,133,129,1,Trial,Zone3,response_keyboard_single,544.1499999724329,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
395,1605401947846,15/11/2020 00:59:07,1605401947761,-5,14/11/2020 19:59:07,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,133,129,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
396,1605401947986,15/11/2020 00:59:07,1605401947775,-5,14/11/2020 19:59:07,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,134,130,1,Trial,Zone5,content_web_audio,0.8400000515393913,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
397,1605401948439,15/11/2020 00:59:08,1605401948348,-5,14/11/2020 19:59:08,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,134,130,1,Trial,Zone3,response_keyboard_single,573.6500000348315,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
398,1605401949849,15/11/2020 00:59:09,1605401949762,-5,14/11/2020 19:59:09,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,134,130,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
399,1605401949974,15/11/2020 00:59:09,1605401949774,-5,14/11/2020 19:59:09,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,135,131,1,Trial,Zone5,content_web_audio,0.6799999973736703,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
400,1605401950396,15/11/2020 00:59:10,1605401950306,-5,14/11/2020 19:59:10,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,135,131,1,Trial,Zone4,response_keyboard_single,532.8950000111945,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
401,1605401951854,15/11/2020 00:59:11,1605401951761,-5,14/11/2020 19:59:11,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,135,131,1,Trial,Zone1,timelimit_screen,2000.0400000000373,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
402,1605401951978,15/11/2020 00:59:11,1605401951773,-5,14/11/2020 19:59:11,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,136,132,1,Trial,Zone5,content_web_audio,0.6050000083632767,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
403,1605401952400,15/11/2020 00:59:12,1605401952301,-5,14/11/2020 19:59:12,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,136,132,1,Trial,Zone3,response_keyboard_single,528.6049999995157,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
404,1605401953854,15/11/2020 00:59:13,1605401953761,-5,14/11/2020 19:59:13,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,136,132,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
405,1605401953978,15/11/2020 00:59:13,1605401953775,-5,14/11/2020 19:59:13,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,137,133,1,Trial,Zone5,content_web_audio,0.6649999995715916,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
406,1605401954338,15/11/2020 00:59:14,1605401954252,-5,14/11/2020 19:59:14,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,137,133,1,Trial,Zone3,response_keyboard_single,477.0450000069104,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
407,1605401955854,15/11/2020 00:59:15,1605401955763,-5,14/11/2020 19:59:15,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,137,133,1,Trial,Zone1,timelimit_screen,2000.570000000007,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
408,1605401955979,15/11/2020 00:59:15,1605401955776,-5,14/11/2020 19:59:15,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,138,134,1,Trial,Zone5,content_web_audio,0.6350000039674342,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
409,1605401956370,15/11/2020 00:59:16,1605401956276,-5,14/11/2020 19:59:16,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,138,134,1,Trial,Zone4,response_keyboard_single,500.75000000651926,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
410,1605401957867,15/11/2020 00:59:17,1605401957763,-5,14/11/2020 19:59:17,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,138,134,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,mixed,m150
411,1605401957992,15/11/2020 00:59:17,1605401957778,-5,14/11/2020 19:59:17,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,139,135,1,Trial,Zone5,content_web_audio,0.7499999483115971,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
412,1605401958460,15/11/2020 00:59:18,1605401958368,-5,14/11/2020 19:59:18,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,139,135,1,Trial,Zone3,response_keyboard_single,590.2599999681115,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
413,1605401959870,15/11/2020 00:59:19,1605401959763,-5,14/11/2020 19:59:19,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,139,135,1,Trial,Zone1,timelimit_screen,2000.0400000000373,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
414,1605401959994,15/11/2020 00:59:19,1605401959776,-5,14/11/2020 19:59:19,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,140,136,1,Trial,Zone5,content_web_audio,0.6900000153109431,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
415,1605401960401,15/11/2020 00:59:20,1605401960309,-5,14/11/2020 19:59:20,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,140,136,1,Trial,Zone3,response_keyboard_single,532.900000049267,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
416,1605401962011,15/11/2020 00:59:22,1605401961763,-5,14/11/2020 19:59:21,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,140,136,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
417,1605401962135,15/11/2020 00:59:22,1605401961774,-5,14/11/2020 19:59:21,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,141,137,1,Trial,Zone5,content_web_audio,0.6599999614991248,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
418,1605401962604,15/11/2020 00:59:22,1605401962510,-5,14/11/2020 19:59:22,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,141,137,1,Trial,Zone4,response_keyboard_single,737.1699999785051,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
419,1605401963844,15/11/2020 00:59:23,1605401963763,-5,14/11/2020 19:59:23,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,141,137,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
